,Year,Jurisdiction,Sector,Use of funds,Age group,Gender,Dollars per capita
61309,2014,New Brunswick,Provincial/territorial government,Other institutions,40,M,61.0
61310,2014,New Brunswick,Provincial/territorial government,Other institutions,45,M,74.0
61311,2014,New Brunswick,Provincial/territorial government,Other institutions,50,M,103.0
61312,2014,New Brunswick,Provincial/territorial government,Other institutions,55,M,143.0
61313,2014,New Brunswick,Provincial/territorial government,Other institutions,60,M,223.0
61314,2014,New Brunswick,Provincial/territorial government,Other institutions,65,M,431.0
61315,2014,New Brunswick,Provincial/territorial government,Other institutions,70,M,829.0
61316,2014,New Brunswick,Provincial/territorial government,Other institutions,75,M,1437.0
61317,2014,New Brunswick,Provincial/territorial government,Other institutions,80,M,3511.0
61318,2014,New Brunswick,Provincial/territorial government,Other institutions,85,M,7443.0
61319,2014,New Brunswick,Provincial/territorial government,Other institutions,90,M,9174.0
61320,2014,New Brunswick,Provincial/territorial government,Physicians,0,F,1054.0
61321,2014,New Brunswick,Provincial/territorial government,Physicians,1,F,317.0
61322,2014,New Brunswick,Provincial/territorial government,Physicians,5,F,222.0
61323,2014,New Brunswick,Provincial/territorial government,Physicians,10,F,224.0
61324,2014,New Brunswick,Provincial/territorial government,Physicians,15,F,402.0
61325,2014,New Brunswick,Provincial/territorial government,Physicians,20,F,542.0
61326,2014,New Brunswick,Provincial/territorial government,Physicians,25,F,789.0
61327,2014,New Brunswick,Provincial/territorial government,Physicians,30,F,825.0
61328,2014,New Brunswick,Provincial/territorial government,Physicians,35,F,703.0
61329,2014,New Brunswick,Provincial/territorial government,Physicians,40,F,666.0
61330,2014,New Brunswick,Provincial/territorial government,Physicians,45,F,718.0
61331,2014,New Brunswick,Provincial/territorial government,Physicians,50,F,824.0
61332,2014,New Brunswick,Provincial/territorial government,Physicians,55,F,921.0
61333,2014,New Brunswick,Provincial/territorial government,Physicians,60,F,1074.0
61334,2014,New Brunswick,Provincial/territorial government,Physicians,65,F,1232.0
61335,2014,New Brunswick,Provincial/territorial government,Physicians,70,F,1516.0
61336,2014,New Brunswick,Provincial/territorial government,Physicians,75,F,1677.0
61337,2014,New Brunswick,Provincial/territorial government,Physicians,80,F,1679.0
61338,2014,New Brunswick,Provincial/territorial government,Physicians,85,F,1632.0
61339,2014,New Brunswick,Provincial/territorial government,Physicians,90,F,1424.0
61340,2014,New Brunswick,Provincial/territorial government,Physicians,0,M,1205.0
61341,2014,New Brunswick,Provincial/territorial government,Physicians,1,M,364.0
61342,2014,New Brunswick,Provincial/territorial government,Physicians,5,M,246.0
61343,2014,New Brunswick,Provincial/territorial government,Physicians,10,M,1142.0
61344,2014,New Brunswick,Provincial/territorial government,Physicians,15,M,226.0
61345,2014,New Brunswick,Provincial/territorial government,Physicians,20,M,185.0
61346,2014,New Brunswick,Provincial/territorial government,Physicians,25,M,219.0
61347,2014,New Brunswick,Provincial/territorial government,Physicians,30,M,275.0
61348,2014,New Brunswick,Provincial/territorial government,Physicians,35,M,362.0
61349,2014,New Brunswick,Provincial/territorial government,Physicians,40,M,427.0
61350,2014,New Brunswick,Provincial/territorial government,Physicians,45,M,511.0
61351,2014,New Brunswick,Provincial/territorial government,Physicians,50,M,650.0
61352,2014,New Brunswick,Provincial/territorial government,Physicians,55,M,823.0
61353,2014,New Brunswick,Provincial/territorial government,Physicians,60,M,1057.0
61354,2014,New Brunswick,Provincial/territorial government,Physicians,65,M,1303.0
61355,2014,New Brunswick,Provincial/territorial government,Physicians,70,M,1664.0
61356,2014,New Brunswick,Provincial/territorial government,Physicians,75,M,1944.0
61357,2014,New Brunswick,Provincial/territorial government,Physicians,80,M,2023.0
61358,2014,New Brunswick,Provincial/territorial government,Physicians,85,M,2023.0
61359,2014,New Brunswick,Provincial/territorial government,Physicians,90,M,1848.0
61360,2014,New Brunswick,Provincial/territorial government,Other professionals,0,F,
61361,2014,New Brunswick,Provincial/territorial government,Other professionals,1,F,
61362,2014,New Brunswick,Provincial/territorial government,Other professionals,5,F,
61363,2014,New Brunswick,Provincial/territorial government,Other professionals,10,F,
61364,2014,New Brunswick,Provincial/territorial government,Other professionals,15,F,
61365,2014,New Brunswick,Provincial/territorial government,Other professionals,20,F,
61366,2014,New Brunswick,Provincial/territorial government,Other professionals,25,F,
61367,2014,New Brunswick,Provincial/territorial government,Other professionals,30,F,
61368,2014,New Brunswick,Provincial/territorial government,Other professionals,35,F,
61369,2014,New Brunswick,Provincial/territorial government,Other professionals,40,F,
61370,2014,New Brunswick,Provincial/territorial government,Other professionals,45,F,
61371,2014,New Brunswick,Provincial/territorial government,Other professionals,50,F,
61372,2014,New Brunswick,Provincial/territorial government,Other professionals,55,F,
61373,2014,New Brunswick,Provincial/territorial government,Other professionals,60,F,
61374,2014,New Brunswick,Provincial/territorial government,Other professionals,65,F,
61375,2014,New Brunswick,Provincial/territorial government,Other professionals,70,F,
61376,2014,New Brunswick,Provincial/territorial government,Other professionals,75,F,
61377,2014,New Brunswick,Provincial/territorial government,Other professionals,80,F,
61378,2014,New Brunswick,Provincial/territorial government,Other professionals,85,F,
61379,2014,New Brunswick,Provincial/territorial government,Other professionals,90,F,
61380,2014,New Brunswick,Provincial/territorial government,Other professionals,0,M,
61381,2014,New Brunswick,Provincial/territorial government,Other professionals,1,M,
61382,2014,New Brunswick,Provincial/territorial government,Other professionals,5,M,
61383,2014,New Brunswick,Provincial/territorial government,Other professionals,10,M,
61384,2014,New Brunswick,Provincial/territorial government,Other professionals,15,M,
61385,2014,New Brunswick,Provincial/territorial government,Other professionals,20,M,
61386,2014,New Brunswick,Provincial/territorial government,Other professionals,25,M,
61387,2014,New Brunswick,Provincial/territorial government,Other professionals,30,M,
61388,2014,New Brunswick,Provincial/territorial government,Other professionals,35,M,
61389,2014,New Brunswick,Provincial/territorial government,Other professionals,40,M,
61390,2014,New Brunswick,Provincial/territorial government,Other professionals,45,M,
61391,2014,New Brunswick,Provincial/territorial government,Other professionals,50,M,
61392,2014,New Brunswick,Provincial/territorial government,Other professionals,55,M,
61393,2014,New Brunswick,Provincial/territorial government,Other professionals,60,M,
61394,2014,New Brunswick,Provincial/territorial government,Other professionals,65,M,
61395,2014,New Brunswick,Provincial/territorial government,Other professionals,70,M,
61396,2014,New Brunswick,Provincial/territorial government,Other professionals,75,M,
61397,2014,New Brunswick,Provincial/territorial government,Other professionals,80,M,
61398,2014,New Brunswick,Provincial/territorial government,Other professionals,85,M,
61399,2014,New Brunswick,Provincial/territorial government,Other professionals,90,M,
61400,2014,New Brunswick,Provincial/territorial government,Drugs,0,F,5.0
61401,2014,New Brunswick,Provincial/territorial government,Drugs,1,F,8.0
61402,2014,New Brunswick,Provincial/territorial government,Drugs,5,F,15.0
61403,2014,New Brunswick,Provincial/territorial government,Drugs,10,F,21.0
61404,2014,New Brunswick,Provincial/territorial government,Drugs,15,F,33.0
61405,2014,New Brunswick,Provincial/territorial government,Drugs,20,F,72.0
61406,2014,New Brunswick,Provincial/territorial government,Drugs,25,F,117.0
61407,2014,New Brunswick,Provincial/territorial government,Drugs,30,F,128.0
61408,2014,New Brunswick,Provincial/territorial government,Drugs,35,F,151.0
61409,2014,New Brunswick,Provincial/territorial government,Drugs,40,F,142.0
61410,2014,New Brunswick,Provincial/territorial government,Drugs,45,F,167.0
61411,2014,New Brunswick,Provincial/territorial government,Drugs,50,F,187.0
61412,2014,New Brunswick,Provincial/territorial government,Drugs,55,F,199.0
61413,2014,New Brunswick,Provincial/territorial government,Drugs,60,F,221.0
61414,2014,New Brunswick,Provincial/territorial government,Drugs,65,F,536.0
61415,2014,New Brunswick,Provincial/territorial government,Drugs,70,F,685.0
61416,2014,New Brunswick,Provincial/territorial government,Drugs,75,F,825.0
61417,2014,New Brunswick,Provincial/territorial government,Drugs,80,F,974.0
61418,2014,New Brunswick,Provincial/territorial government,Drugs,85,F,1078.0
61419,2014,New Brunswick,Provincial/territorial government,Drugs,90,F,1283.0
61420,2014,New Brunswick,Provincial/territorial government,Drugs,0,M,2.0
61421,2014,New Brunswick,Provincial/territorial government,Drugs,1,M,10.0
61422,2014,New Brunswick,Provincial/territorial government,Drugs,5,M,20.0
61423,2014,New Brunswick,Provincial/territorial government,Drugs,10,M,30.0
61424,2014,New Brunswick,Provincial/territorial government,Drugs,15,M,31.0
61425,2014,New Brunswick,Provincial/territorial government,Drugs,20,M,57.0
61426,2014,New Brunswick,Provincial/territorial government,Drugs,25,M,104.0
61427,2014,New Brunswick,Provincial/territorial government,Drugs,30,M,134.0
61428,2014,New Brunswick,Provincial/territorial government,Drugs,35,M,150.0
61429,2014,New Brunswick,Provincial/territorial government,Drugs,40,M,150.0
61430,2014,New Brunswick,Provincial/territorial government,Drugs,45,M,176.0
61431,2014,New Brunswick,Provincial/territorial government,Drugs,50,M,194.0
61432,2014,New Brunswick,Provincial/territorial government,Drugs,55,M,208.0
61433,2014,New Brunswick,Provincial/territorial government,Drugs,60,M,232.0
61434,2014,New Brunswick,Provincial/territorial government,Drugs,65,M,460.0
61435,2014,New Brunswick,Provincial/territorial government,Drugs,70,M,722.0
61436,2014,New Brunswick,Provincial/territorial government,Drugs,75,M,859.0
61437,2014,New Brunswick,Provincial/territorial government,Drugs,80,M,998.0
61438,2014,New Brunswick,Provincial/territorial government,Drugs,85,M,1107.0
61439,2014,New Brunswick,Provincial/territorial government,Drugs,90,M,858.0
61440,2014,Quebec,Provincial/territorial government,Total,0,F,7870.0
61441,2014,Quebec,Provincial/territorial government,Total,1,F,1417.0
61442,2014,Quebec,Provincial/territorial government,Total,5,F,1200.0
61443,2014,Quebec,Provincial/territorial government,Total,10,F,1136.0
61444,2014,Quebec,Provincial/territorial government,Total,15,F,1450.0
61445,2014,Quebec,Provincial/territorial government,Total,20,F,1683.0
61446,2014,Quebec,Provincial/territorial government,Total,25,F,2412.0
61447,2014,Quebec,Provincial/territorial government,Total,30,F,2587.0
61448,2014,Quebec,Provincial/territorial government,Total,35,F,2253.0
61449,2014,Quebec,Provincial/territorial government,Total,40,F,2055.0
61450,2014,Quebec,Provincial/territorial government,Total,45,F,2232.0
61451,2014,Quebec,Provincial/territorial government,Total,50,F,2582.0
61452,2014,Quebec,Provincial/territorial government,Total,55,F,3071.0
61453,2014,Quebec,Provincial/territorial government,Total,60,F,3875.0
61454,2014,Quebec,Provincial/territorial government,Total,65,F,5344.0
61455,2014,Quebec,Provincial/territorial government,Total,70,F,6926.0
61456,2014,Quebec,Provincial/territorial government,Total,75,F,9871.0
61457,2014,Quebec,Provincial/territorial government,Total,80,F,14662.0
61458,2014,Quebec,Provincial/territorial government,Total,85,F,24856.0
61459,2014,Quebec,Provincial/territorial government,Total,90,F,29172.0
61460,2014,Quebec,Provincial/territorial government,Total,0,M,8572.0
61461,2014,Quebec,Provincial/territorial government,Total,1,M,1583.0
61462,2014,Quebec,Provincial/territorial government,Total,5,M,1318.0
61463,2014,Quebec,Provincial/territorial government,Total,10,M,1150.0
61464,2014,Quebec,Provincial/territorial government,Total,15,M,1255.0
61465,2014,Quebec,Provincial/territorial government,Total,20,M,1254.0
61466,2014,Quebec,Provincial/territorial government,Total,25,M,1321.0
61467,2014,Quebec,Provincial/territorial government,Total,30,M,1381.0
61468,2014,Quebec,Provincial/territorial government,Total,35,M,1527.0
61469,2014,Quebec,Provincial/territorial government,Total,40,M,1692.0
61470,2014,Quebec,Provincial/territorial government,Total,45,M,2098.0
61471,2014,Quebec,Provincial/territorial government,Total,50,M,2553.0
61472,2014,Quebec,Provincial/territorial government,Total,55,M,3235.0
61473,2014,Quebec,Provincial/territorial government,Total,60,M,4203.0
61474,2014,Quebec,Provincial/territorial government,Total,65,M,5981.0
61475,2014,Quebec,Provincial/territorial government,Total,70,M,8150.0
61476,2014,Quebec,Provincial/territorial government,Total,75,M,11137.0
61477,2014,Quebec,Provincial/territorial government,Total,80,M,15475.0
61478,2014,Quebec,Provincial/territorial government,Total,85,M,23092.0
61479,2014,Quebec,Provincial/territorial government,Total,90,M,26867.0
61480,2014,Quebec,Provincial/territorial government,Hospitals,0,F,6229.0
61481,2014,Quebec,Provincial/territorial government,Hospitals,1,F,323.0
61482,2014,Quebec,Provincial/territorial government,Hospitals,5,F,158.0
61483,2014,Quebec,Provincial/territorial government,Hospitals,10,F,224.0
61484,2014,Quebec,Provincial/territorial government,Hospitals,15,F,380.0
61485,2014,Quebec,Provincial/territorial government,Hospitals,20,F,496.0
61486,2014,Quebec,Provincial/territorial government,Hospitals,25,F,892.0
61487,2014,Quebec,Provincial/territorial government,Hospitals,30,F,944.0
61488,2014,Quebec,Provincial/territorial government,Hospitals,35,F,710.0
61489,2014,Quebec,Provincial/territorial government,Hospitals,40,F,585.0
61490,2014,Quebec,Provincial/territorial government,Hospitals,45,F,648.0
61491,2014,Quebec,Provincial/territorial government,Hospitals,50,F,799.0
61492,2014,Quebec,Provincial/territorial government,Hospitals,55,F,1080.0
61493,2014,Quebec,Provincial/territorial government,Hospitals,60,F,1504.0
61494,2014,Quebec,Provincial/territorial government,Hospitals,65,F,2062.0
61495,2014,Quebec,Provincial/territorial government,Hospitals,70,F,2890.0
61496,2014,Quebec,Provincial/territorial government,Hospitals,75,F,4050.0
61497,2014,Quebec,Provincial/territorial government,Hospitals,80,F,5644.0
61498,2014,Quebec,Provincial/territorial government,Hospitals,85,F,7561.0
61499,2014,Quebec,Provincial/territorial government,Hospitals,90,F,9408.0
61500,2014,Quebec,Provincial/territorial government,Hospitals,0,M,6833.0
61501,2014,Quebec,Provincial/territorial government,Hospitals,1,M,397.0
61502,2014,Quebec,Provincial/territorial government,Hospitals,5,M,191.0
61503,2014,Quebec,Provincial/territorial government,Hospitals,10,M,191.0
61504,2014,Quebec,Provincial/territorial government,Hospitals,15,M,307.0
61505,2014,Quebec,Provincial/territorial government,Hospitals,20,M,316.0
61506,2014,Quebec,Provincial/territorial government,Hospitals,25,M,329.0
61507,2014,Quebec,Provincial/territorial government,Hospitals,30,M,336.0
61508,2014,Quebec,Provincial/territorial government,Hospitals,35,M,407.0
61509,2014,Quebec,Provincial/territorial government,Hospitals,40,M,472.0
61510,2014,Quebec,Provincial/territorial government,Hospitals,45,M,694.0
61511,2014,Quebec,Provincial/territorial government,Hospitals,50,M,946.0
61512,2014,Quebec,Provincial/territorial government,Hospitals,55,M,1361.0
61513,2014,Quebec,Provincial/territorial government,Hospitals,60,M,1957.0
61514,2014,Quebec,Provincial/territorial government,Hospitals,65,M,2857.0
61515,2014,Quebec,Provincial/territorial government,Hospitals,70,M,4023.0
61516,2014,Quebec,Provincial/territorial government,Hospitals,75,M,5525.0
61517,2014,Quebec,Provincial/territorial government,Hospitals,80,M,7419.0
61518,2014,Quebec,Provincial/territorial government,Hospitals,85,M,9528.0
61519,2014,Quebec,Provincial/territorial government,Hospitals,90,M,11710.0
61520,2014,Quebec,Provincial/territorial government,Other institutions,0,F,1.0
61521,2014,Quebec,Provincial/territorial government,Other institutions,1,F,2.0
61522,2014,Quebec,Provincial/territorial government,Other institutions,5,F,1.0
61523,2014,Quebec,Provincial/territorial government,Other institutions,10,F,6.0
61524,2014,Quebec,Provincial/territorial government,Other institutions,15,F,13.0
61525,2014,Quebec,Provincial/territorial government,Other institutions,20,F,14.0
61526,2014,Quebec,Provincial/territorial government,Other institutions,25,F,25.0
61527,2014,Quebec,Provincial/territorial government,Other institutions,30,F,26.0
61528,2014,Quebec,Provincial/territorial government,Other institutions,35,F,20.0
61529,2014,Quebec,Provincial/territorial government,Other institutions,40,F,16.0
61530,2014,Quebec,Provincial/territorial government,Other institutions,45,F,79.0
61531,2014,Quebec,Provincial/territorial government,Other institutions,50,F,98.0
61532,2014,Quebec,Provincial/territorial government,Other institutions,55,F,132.0
61533,2014,Quebec,Provincial/territorial government,Other institutions,60,F,184.0
61534,2014,Quebec,Provincial/territorial government,Other institutions,65,F,587.0
61535,2014,Quebec,Provincial/territorial government,Other institutions,70,F,862.0
61536,2014,Quebec,Provincial/territorial government,Other institutions,75,F,2226.0
61537,2014,Quebec,Provincial/territorial government,Other institutions,80,F,5041.0
61538,2014,Quebec,Provincial/territorial government,Other institutions,85,F,12796.0
61539,2014,Quebec,Provincial/territorial government,Other institutions,90,F,15911.0
61540,2014,Quebec,Provincial/territorial government,Other institutions,0,M,2.0
61541,2014,Quebec,Provincial/territorial government,Other institutions,1,M,3.0
61542,2014,Quebec,Provincial/territorial government,Other institutions,5,M,1.0
61543,2014,Quebec,Provincial/territorial government,Other institutions,10,M,7.0
61544,2014,Quebec,Provincial/territorial government,Other institutions,15,M,16.0
61545,2014,Quebec,Provincial/territorial government,Other institutions,20,M,22.0
61546,2014,Quebec,Provincial/territorial government,Other institutions,25,M,23.0
61547,2014,Quebec,Provincial/territorial government,Other institutions,30,M,23.0
61548,2014,Quebec,Provincial/territorial government,Other institutions,35,M,28.0
61549,2014,Quebec,Provincial/territorial government,Other institutions,40,M,33.0
61550,2014,Quebec,Provincial/territorial government,Other institutions,45,M,72.0
61551,2014,Quebec,Provincial/territorial government,Other institutions,50,M,98.0
61552,2014,Quebec,Provincial/territorial government,Other institutions,55,M,141.0
61553,2014,Quebec,Provincial/territorial government,Other institutions,60,M,203.0
61554,2014,Quebec,Provincial/territorial government,Other institutions,65,M,392.0
61555,2014,Quebec,Provincial/territorial government,Other institutions,70,M,743.0
61556,2014,Quebec,Provincial/territorial government,Other institutions,75,M,1665.0
61557,2014,Quebec,Provincial/territorial government,Other institutions,80,M,3620.0
61558,2014,Quebec,Provincial/territorial government,Other institutions,85,M,8751.0
61559,2014,Quebec,Provincial/territorial government,Other institutions,90,M,10751.0
61560,2014,Quebec,Provincial/territorial government,Physicians,0,F,998.0
61561,2014,Quebec,Provincial/territorial government,Physicians,1,F,445.0
61562,2014,Quebec,Provincial/territorial government,Physicians,5,F,274.0
61563,2014,Quebec,Provincial/territorial government,Physicians,10,F,262.0
61564,2014,Quebec,Provincial/territorial government,Physicians,15,F,399.0
61565,2014,Quebec,Provincial/territorial government,Physicians,20,F,509.0
61566,2014,Quebec,Provincial/territorial government,Physicians,25,F,820.0
61567,2014,Quebec,Provincial/territorial government,Physicians,30,F,923.0
61568,2014,Quebec,Provincial/territorial government,Physicians,35,F,811.0
61569,2014,Quebec,Provincial/territorial government,Physicians,40,F,716.0
61570,2014,Quebec,Provincial/territorial government,Physicians,45,F,722.0
61571,2014,Quebec,Provincial/territorial government,Physicians,50,F,852.0
61572,2014,Quebec,Provincial/territorial government,Physicians,55,F,941.0
61573,2014,Quebec,Provincial/territorial government,Physicians,60,F,1100.0
61574,2014,Quebec,Provincial/territorial government,Physicians,65,F,1308.0
61575,2014,Quebec,Provincial/territorial government,Physicians,70,F,1596.0
61576,2014,Quebec,Provincial/territorial government,Physicians,75,F,1837.0
61577,2014,Quebec,Provincial/territorial government,Physicians,80,F,2041.0
61578,2014,Quebec,Provincial/territorial government,Physicians,85,F,2183.0
61579,2014,Quebec,Provincial/territorial government,Physicians,90,F,2223.0
61580,2014,Quebec,Provincial/territorial government,Physicians,0,M,1116.0
61581,2014,Quebec,Provincial/territorial government,Physicians,1,M,529.0
61582,2014,Quebec,Provincial/territorial government,Physicians,5,M,340.0
61583,2014,Quebec,Provincial/territorial government,Physicians,10,M,286.0
61584,2014,Quebec,Provincial/territorial government,Physicians,15,M,286.0
61585,2014,Quebec,Provincial/territorial government,Physicians,20,M,264.0
61586,2014,Quebec,Provincial/territorial government,Physicians,25,M,290.0
61587,2014,Quebec,Provincial/territorial government,Physicians,30,M,335.0
61588,2014,Quebec,Provincial/territorial government,Physicians,35,M,387.0
61589,2014,Quebec,Provincial/territorial government,Physicians,40,M,449.0
61590,2014,Quebec,Provincial/territorial government,Physicians,45,M,540.0
61591,2014,Quebec,Provincial/territorial government,Physicians,50,M,665.0
61592,2014,Quebec,Provincial/territorial government,Physicians,55,M,827.0
61593,2014,Quebec,Provincial/territorial government,Physicians,60,M,1042.0
61594,2014,Quebec,Provincial/territorial government,Physicians,65,M,1347.0
61595,2014,Quebec,Provincial/territorial government,Physicians,70,M,1774.0
61596,2014,Quebec,Provincial/territorial government,Physicians,75,M,2143.0
61597,2014,Quebec,Provincial/territorial government,Physicians,80,M,2443.0
61598,2014,Quebec,Provincial/territorial government,Physicians,85,M,2605.0
61599,2014,Quebec,Provincial/territorial government,Physicians,90,M,2694.0
61600,2014,Quebec,Provincial/territorial government,Other professionals,0,F,1.0
61601,2014,Quebec,Provincial/territorial government,Other professionals,1,F,53.0
61602,2014,Quebec,Provincial/territorial government,Other professionals,5,F,167.0
61603,2014,Quebec,Provincial/territorial government,Other professionals,10,F,27.0
61604,2014,Quebec,Provincial/territorial government,Other professionals,15,F,25.0
61605,2014,Quebec,Provincial/territorial government,Other professionals,20,F,14.0
61606,2014,Quebec,Provincial/territorial government,Other professionals,25,F,16.0
61607,2014,Quebec,Provincial/territorial government,Other professionals,30,F,16.0
61608,2014,Quebec,Provincial/territorial government,Other professionals,35,F,17.0
61609,2014,Quebec,Provincial/territorial government,Other professionals,40,F,18.0
61610,2014,Quebec,Provincial/territorial government,Other professionals,45,F,20.0
61611,2014,Quebec,Provincial/territorial government,Other professionals,50,F,20.0
61612,2014,Quebec,Provincial/territorial government,Other professionals,55,F,21.0
61613,2014,Quebec,Provincial/territorial government,Other professionals,60,F,24.0
61614,2014,Quebec,Provincial/territorial government,Other professionals,65,F,29.0
61615,2014,Quebec,Provincial/territorial government,Other professionals,70,F,36.0
61616,2014,Quebec,Provincial/territorial government,Other professionals,75,F,54.0
61617,2014,Quebec,Provincial/territorial government,Other professionals,80,F,83.0
61618,2014,Quebec,Provincial/territorial government,Other professionals,85,F,285.0
61619,2014,Quebec,Provincial/territorial government,Other professionals,90,F,0.0
61620,2014,Quebec,Provincial/territorial government,Other professionals,0,M,2.0
61621,2014,Quebec,Provincial/territorial government,Other professionals,1,M,55.0
61622,2014,Quebec,Provincial/territorial government,Other professionals,5,M,171.0
61623,2014,Quebec,Provincial/territorial government,Other professionals,10,M,23.0
61624,2014,Quebec,Provincial/territorial government,Other professionals,15,M,19.0
61625,2014,Quebec,Provincial/territorial government,Other professionals,20,M,11.0
61626,2014,Quebec,Provincial/territorial government,Other professionals,25,M,12.0
61627,2014,Quebec,Provincial/territorial government,Other professionals,30,M,14.0
61628,2014,Quebec,Provincial/territorial government,Other professionals,35,M,14.0
61629,2014,Quebec,Provincial/territorial government,Other professionals,40,M,17.0
61630,2014,Quebec,Provincial/territorial government,Other professionals,45,M,20.0
61631,2014,Quebec,Provincial/territorial government,Other professionals,50,M,21.0
61632,2014,Quebec,Provincial/territorial government,Other professionals,55,M,21.0
61633,2014,Quebec,Provincial/territorial government,Other professionals,60,M,23.0
61634,2014,Quebec,Provincial/territorial government,Other professionals,65,M,22.0
61635,2014,Quebec,Provincial/territorial government,Other professionals,70,M,29.0
61636,2014,Quebec,Provincial/territorial government,Other professionals,75,M,43.0
61637,2014,Quebec,Provincial/territorial government,Other professionals,80,M,63.0
61638,2014,Quebec,Provincial/territorial government,Other professionals,85,M,165.0
61639,2014,Quebec,Provincial/territorial government,Other professionals,90,M,0.0
61640,2014,Quebec,Provincial/territorial government,Drugs,0,F,60.0
61641,2014,Quebec,Provincial/territorial government,Drugs,1,F,16.0
61642,2014,Quebec,Provincial/territorial government,Drugs,5,F,23.0
61643,2014,Quebec,Provincial/territorial government,Drugs,10,F,39.0
61644,2014,Quebec,Provincial/territorial government,Drugs,15,F,55.0
61645,2014,Quebec,Provincial/territorial government,Drugs,20,F,71.0
61646,2014,Quebec,Provincial/territorial government,Drugs,25,F,81.0
61647,2014,Quebec,Provincial/territorial government,Drugs,30,F,98.0
61648,2014,Quebec,Provincial/territorial government,Drugs,35,F,117.0
61649,2014,Quebec,Provincial/territorial government,Drugs,40,F,141.0
61650,2014,Quebec,Provincial/territorial government,Drugs,45,F,184.0
61651,2014,Quebec,Provincial/territorial government,Drugs,50,F,234.0
61652,2014,Quebec,Provincial/territorial government,Drugs,55,F,318.0
61653,2014,Quebec,Provincial/territorial government,Drugs,60,F,484.0
61654,2014,Quebec,Provincial/territorial government,Drugs,65,F,780.0
61655,2014,Quebec,Provincial/territorial government,Drugs,70,F,963.0
61656,2014,Quebec,Provincial/territorial government,Drugs,75,F,1126.0
61657,2014,Quebec,Provincial/territorial government,Drugs,80,F,1274.0
61658,2014,Quebec,Provincial/territorial government,Drugs,85,F,1452.0
61659,2014,Quebec,Provincial/territorial government,Drugs,90,F,1053.0
61660,2014,Quebec,Provincial/territorial government,Drugs,0,M,41.0
61661,2014,Quebec,Provincial/territorial government,Drugs,1,M,21.0
61662,2014,Quebec,Provincial/territorial government,Drugs,5,M,36.0
61663,2014,Quebec,Provincial/territorial government,Drugs,10,M,65.0
61664,2014,Quebec,Provincial/territorial government,Drugs,15,M,49.0
61665,2014,Quebec,Provincial/territorial government,Drugs,20,M,62.0
61666,2014,Quebec,Provincial/territorial government,Drugs,25,M,89.0
61667,2014,Quebec,Provincial/territorial government,Drugs,30,M,95.0
61668,2014,Quebec,Provincial/territorial government,Drugs,35,M,112.0
61669,2014,Quebec,Provincial/territorial government,Drugs,40,M,143.0
61670,2014,Quebec,Provincial/territorial government,Drugs,45,M,193.0
61671,2014,Quebec,Provincial/territorial government,Drugs,50,M,244.0
61672,2014,Quebec,Provincial/territorial government,Drugs,55,M,306.0
61673,2014,Quebec,Provincial/territorial government,Drugs,60,M,399.0
61674,2014,Quebec,Provincial/territorial government,Drugs,65,M,784.0
61675,2014,Quebec,Provincial/territorial government,Drugs,70,M,1002.0
61676,2014,Quebec,Provincial/territorial government,Drugs,75,M,1182.0
61677,2014,Quebec,Provincial/territorial government,Drugs,80,M,1351.0
61678,2014,Quebec,Provincial/territorial government,Drugs,85,M,1464.0
61679,2014,Quebec,Provincial/territorial government,Drugs,90,M,1133.0
61680,2014,Ontario,Provincial/territorial government,Total,0,F,10109.0
61681,2014,Ontario,Provincial/territorial government,Total,1,F,1407.0
61682,2014,Ontario,Provincial/territorial government,Total,5,F,1146.0
61683,2014,Ontario,Provincial/territorial government,Total,10,F,1290.0
61684,2014,Ontario,Provincial/territorial government,Total,15,F,1632.0
61685,2014,Ontario,Provincial/territorial government,Total,20,F,1759.0
61686,2014,Ontario,Provincial/territorial government,Total,25,F,2473.0
61687,2014,Ontario,Provincial/territorial government,Total,30,F,3011.0
61688,2014,Ontario,Provincial/territorial government,Total,35,F,2703.0
61689,2014,Ontario,Provincial/territorial government,Total,40,F,2437.0
61690,2014,Ontario,Provincial/territorial government,Total,45,F,2588.0
61691,2014,Ontario,Provincial/territorial government,Total,50,F,3011.0
61692,2014,Ontario,Provincial/territorial government,Total,55,F,3455.0
61693,2014,Ontario,Provincial/territorial government,Total,60,F,4165.0
61694,2014,Ontario,Provincial/territorial government,Total,65,F,6140.0
61695,2014,Ontario,Provincial/territorial government,Total,70,F,7637.0
61696,2014,Ontario,Provincial/territorial government,Total,75,F,10430.0
61697,2014,Ontario,Provincial/territorial government,Total,80,F,14831.0
61698,2014,Ontario,Provincial/territorial government,Total,85,F,23722.0
61699,2014,Ontario,Provincial/territorial government,Total,90,F,27510.0
61700,2014,Ontario,Provincial/territorial government,Total,0,M,11293.0
61701,2014,Ontario,Provincial/territorial government,Total,1,M,1544.0
61702,2014,Ontario,Provincial/territorial government,Total,5,M,1241.0
61703,2014,Ontario,Provincial/territorial government,Total,10,M,1245.0
61704,2014,Ontario,Provincial/territorial government,Total,15,M,1349.0
61705,2014,Ontario,Provincial/territorial government,Total,20,M,1318.0
61706,2014,Ontario,Provincial/territorial government,Total,25,M,1451.0
61707,2014,Ontario,Provincial/territorial government,Total,30,M,1576.0
61708,2014,Ontario,Provincial/territorial government,Total,35,M,1739.0
61709,2014,Ontario,Provincial/territorial government,Total,40,M,1994.0
